fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.1854911551698598;-0.07039259157955095;0.23290064365328209;2.8164010657083813;-0.03349595326074766;0.5550055597585138;0.7469205799957501;2.3162634946765164;-1.2507990296511686;-0.3430381333981582;-1.3932454486457861;6
-0.6497140313975315;0.22925723405034443;0.06137261485009159;-0.9447308501121735;0.14648161727741232;-1.2344255596816853;-0.14883046258610863;-0.007863498345366567;0.7288816757742901;0.006446324244186753;-0.8259771619944538;6
1.497956448347188;0.02949068363041436;0.575956701259664;0.09893402705269272;0.19147600991195232;-0.3108482077125503;-0.9738643175957153;0.35735645770090035;0.46492424838422847;-0.4304092478087445;-0.3397472020075975;6
0.42412120847482887;-0.4699256924194119;-0.1101554139530994;0.4140026692156711;0.5514311509882717;0.6704527287546557;1.1240789137144276;0.5233655286310586;0.0029987504516222623;-0.7798937054510895;-0.5018238553365492;6
0.42412120847482887;-0.4699256924194119;-0.1101554139530994;0.4140026692156711;0.5514311509882717;0.6704527287546557;1.1240789137144276;0.5233655286310586;0.0029987504516222623;-0.7798937054510895;-0.5018238553365492;6
1.497956448347188;0.02949068363041436;0.575956701259664;0.09893402705269272;0.19147600991195232;-0.3108482077125503;-0.9738643175957153;0.35735645770090035;0.46492424838422847;-0.4304092478087445;-0.3397472020075975;6
-0.7690290580500154;0.42902378447027506;-1.4823796443786261;0.1186258171878788;-0.03349595326074766;-0.3108482077125503;-0.05454087915643929;0.2909528293288518;-0.06299060639589166;-0.16829590457698596;-0.7449388353299781;6
0.1854911551698598;-0.07039259157955095;0.23290064365328209;2.8164010657083813;-0.03349595326074766;0.5550055597585138;0.7469205799957501;2.3162634946765164;-1.2507990296511686;-0.3430381333981582;-1.3932454486457861;6
-0.6497140313975315;0.22925723405034443;0.06137261485009159;-0.9447308501121735;0.14648161727741232;-1.2344255596816853;-0.14883046258610863;-0.007863498345366567;0.7288816757742901;0.006446324244186753;-0.8259771619944538;6
1.497956448347188;-0.5698089676293773;0.8332487444644501;-0.9644226402473596;-0.07849034589528735;-0.42629537670869216;-0.21954765015836064;-0.07426712671745196;0.20096682099416988;-0.3430381333981582;0.3895977379726878;6
1.497956448347188;-0.07039259157955095;0.6617207156612591;-0.9742685353149526;-0.573428664875227;-1.4075963131758982;-1.7753257767479047;-1.0703215522982905;-1.3167883864986825;0.6180441251182912;1.1999810046174488;5
2.09453158160961;-0.4699256924194119;0.575956701259664;-0.43274430659733343;-0.483439879606147;-1.0612548061874725;-0.6909955673067073;0.22454920095680328;-0.3269480337859532;0.35593078188653215;-0.6639005086655022;5
1.2593263950422202;-0.9693420684692382;0.3186646580548776;-1.023498010652918;-0.25846791643344735;-1.1189783906855435;-1.4924570264588968;-0.6718997820659625;-0.06299060639589166;1.2296419259923947;0.22752108464373616;5
-0.29176895144007836;-1.1691086188891686;0.575956701259664;-0.9644226402473596;-0.07849034589528735;0.7281763132527267;0.11046589184548206;-0.9375142955541934;2.312626240114659;0.26855966747594584;1.5241343112753536;7
1.7365865016521582;1.427856536569927;2.462765018094763;2.530870108748182;-0.25846791643344735;0.32411122176623003;0.7940653717105848;2.050648981188322;-1.3827777433461994;1.5791263836347402;-0.6639005086655022;5
-0.29176895144007836;-1.0692253436792032;0.40442867245647307;-0.9644226402473596;-0.618423057509767;-0.42629537670869216;-0.6202783797344553;-0.8711106671821449;0.3989348915367146;0.5306730107077049;0.7137510446305926;7
-0.6497140313975315;2.027156187829718;-2.5115478171977714;-1.0431898007881042;0.011498439373792338;-0.3108482077125503;-0.9267195258808807;-0.40628526857773145;0.33294553468920063;-1.129378163093435;-0.7449388353299781;6
-0.7690290580500154;3.8250551416090928;1.262068816472427;-1.023498010652918;-0.753406235413387;-0.36857179221062125;-1.4924570264588968;-1.6015505792747524;0.9268497463168377;-0.8672648198616758;1.8482876179332584;8
0.6627512617797979;0.6287903348902056;0.7474847300628545;-1.0431898007881042;-0.573428664875227;-1.0612548061874725;0.7704929758531674;-0.7715052246240353;-0.45892674748098394;0.35593078188653215;0.6327127179661167;6
-0.41108397809256236;0.32914050926030974;-1.6539076731818168;0.21708476786380956;-0.07849034589528735;-0.07995386972026654;-0.1252580667286913;0.49016371444503426;0.20096682099416988;0.09381743865477311;-0.8259771619944538;5
-0.7690290580500154;3.8250551416090928;1.262068816472427;-1.023498010652918;-0.753406235413387;-0.36857179221062125;-1.4924570264588968;-1.6015505792747524;0.9268497463168377;-0.8672648198616758;1.8482876179332584;8
-0.5303990047450464;0.32914050926030974;0.40442867245647307;-0.6887375783547535;-0.34845670170252735;-0.9458076371913307;-0.8560023383086287;-0.9375142955541934;-0.12897996324340852;-1.2167492775040212;0.3895977379726878;7
-0.05313889813510928;-0.17027586678951626;0.7474847300628545;-0.9250390599769872;0.14648161727741232;0.32411122176623003;-0.384554421160282;-0.33988164020568296;1.850700742182053;-0.0809247901663996;-0.01559389534969275;8
0.9013813150847659;3.924938416819058;-1.6539076731818168;-0.9644226402473596;1.2713414331409116;-0.599466130202905;0.6997757882809155;-0.10746894090347622;-0.9208522454135931;0.18118855306535947;-0.9880538153234055;5
-0.29176895144007836;-0.07039259157955095;0.6617207156612591;-1.0038062205177318;0.28146479518103235;-1.1189783906855435;0.08689349598806471;0.35735645770090035;1.5207539579444747;-0.16829590457698596;-0.4207855286720733;6
0.1854911551698598;-0.27015914199948154;-0.1101554139530994;0.5124616198916019;0.011498439373792338;1.189964989237294;2.5148502693020505;0.49016371444503426;0.3989348915367146;0.09381743865477311;-0.09663222201416857;6
0.0661761285173758;-0.37004241720944686;0.1471366292516866;-1.0628815909232903;0.28146479518103235;-0.02223028522219559;0.18118307941773407;-0.33988164020568296;1.7187220284870222;-0.4304092478087445;-0.4207855286720733;6
0.1854911551698598;0.02949068363041436;0.49019268685806855;0.4533862494860432;0.23647040254649201;-0.1954010387164084;0.06332110013064739;0.6893745995611799;1.256796530554413;0.35593078188653215;-0.01559389534969275;6
0.6627512617797979;-0.07039259157955095;1.262068816472427;-1.0431898007881042;0.056492832008332335;-1.0612548061874725;-0.14883046258610863;-0.8711106671821449;0.0029987504516222623;0.006446324244186753;0.8758276979595442;6
0.42412120847482887;0.42902378447027506;0.23290064365328209;-0.8659636895714288;-0.573428664875227;0.0932168837739463;-0.5731335880196207;-1.1367251806703391;-0.5909054611760147;1.9286108412770846;1.4430959846108777;7
1.9752165549571263;-0.37004241720944686;0.49019268685806855;0.788146681784208;-0.07849034589528735;-0.8880840526932597;0.08689349598806471;1.1209981839795322;0.06898810729913911;0.35593078188653215;-0.4207855286720733;6
1.7365865016521582;-1.3688751693090988;0.06137261485009159;-1.0431898007881042;-0.16847913116436733;-1.638490651168182;-2.152484110466582;-0.20707438346158588;1.850700742182053;-0.7798937054510895;-0.25870887534312165;6
0.6627512617797979;-0.27015914199948154;0.23290064365328209;-0.8561177945038357;0.19147600991195232;-0.25312462321447937;-0.9031471300234634;-0.6718997820659625;0.0029987504516222623;-0.4304092478087445;0.22752108464373616;6
-0.7690290580500154;-1.5686417197290294;0.06137261485009159;-0.9644226402473596;-0.03349595326074766;0.43955839076237196;-0.5024164004473687;-0.04106531253142769;1.5207539579444747;0.18118855306535947;-1.2311687953168344;6
-1.2462891646599537;-0.07039259157955095;-1.1393235867722444;1.6841231329351778;-0.07849034589528735;-0.7726368836971178;0.9590721427125062;0.7225764137472042;1.1908071737068993;-1.0420070486828485;-0.25870887534312165;5
0.5434362351273129;0.02949068363041436;0.8332487444644501;-0.9250390599769872;1.541307788948151;-0.8303604681951887;-0.36098202530286466;-1.1699269948563633;0.0029987504516222623;-0.6051514766299172;1.8482876179332584;5
-0.41108397809256236;1.1282067109400318;-0.882031543567458;-0.19644282497509954;0.23647040254649201;-0.599466130202905;0.2519002669899861;-0.20707438346158588;0.33294553468920063;-1.2167492775040212;-0.4207855286720733;5
0.1854911551698598;0.5289070596802403;-0.1101554139530994;-1.023498010652918;0.326459187815572;0.15094046827201724;-0.007396087441604623;-1.1367251806703391;-0.39293739063347005;-1.8283470783781248;0.5516743913016394;6
0.5434362351273129;-0.37004241720944686;0.49019268685806855;2.2748768369907624;0.506436758353732;0.5550055597585138;0.2519002669899861;1.9510435386302494;0.13497746414665304;-1.129378163093435;-1.5553221019747392;5
0.5434362351273129;-0.37004241720944686;0.49019268685806855;2.2748768369907624;0.506436758353732;0.5550055597585138;0.2519002669899861;1.9510435386302494;0.13497746414665304;-1.129378163093435;-1.5553221019747392;5
-0.17245392478759328;-0.4699256924194119;0.49019268685806855;-0.767504738895498;5.6807919113258265;1.5940300807237908;0.4640518297067421;-0.10746894090347622;-0.5249161043285008;-1.129378163093435;-0.9070154886589297;6
